chrom	length	bases	mean	min	max
NW_026511876.1	114942	178870	1.56	0	34
NW_026511877.1	53458	195286	3.65	0	44
NW_026511878.1	100812	131487	1.30	0	25
NW_026511879.1	68340	72591	1.06	0	11
NW_026511880.1	58172	305074	5.24	0	91
NW_026511881.1	268485	497102	1.85	0	43
NW_026511882.1	37834	104821	2.77	0	41
NW_026511883.1	39772	108713	2.73	0	37
NW_026511884.1	83592	408559	4.89	0	87
NW_026511885.1	261663	385515	1.47	0	29
NW_026511886.1	27225	198487	7.29	0	406
NW_026511887.1	43986	731700	16.63	0	254
NW_026511888.1	47839	123727	2.59	0	44
NW_026511889.1	47105	290293	6.16	0	55
NW_026511890.1	78150	130747	1.67	0	101
NW_026511891.1	73275	87484	1.19	0	16
NW_026511892.1	28596	56406	1.97	0	34
NW_026511893.1	368945	1185727	3.21	0	328
NW_026511894.1	89018	163093	1.83	0	50
NW_026511895.1	276231	745528	2.70	0	71
NW_026511896.1	54236	139190	2.57	0	133
NW_026511897.1	204882	480578	2.35	0	59
NW_026511898.1	41548	53870	1.30	0	35
NW_026511899.1	42754	75680	1.77	0	31
NW_026511900.1	47811	427238	8.94	0	149
NW_026511901.1	23968	21198	0.88	0	15
NW_026511902.1	240210	528708	2.20	0	74
NW_026511903.1	32569	76003	2.33	0	27
NW_026511904.1	49999	99102	1.98	0	20
NW_026511905.1	30149	93793	3.11	0	37
NW_026511906.1	36566	2904715	79.44	0	805
NW_026511907.1	53317	78112	1.47	0	51
NW_026511908.1	25347	54241	2.14	0	39
NW_026511909.1	11093	21294	1.92	0	15
NW_026511910.1	10117	26869	2.66	0	11
NW_026511911.1	275591	383328	1.39	0	66
NW_026511912.1	21833	50296	2.30	0	16
NW_026511913.1	82584	154368	1.87	0	21
NW_026511914.1	27491	314621	11.44	0	114
NW_026511915.1	70175	73325	1.04	0	18
NW_026511916.1	60087	70447	1.17	0	17
NW_026511917.1	249167	352523	1.41	0	49
NW_026511918.1	35995	89886	2.50	0	19
NW_026511919.1	360029	795762	2.21	0	47
NW_026511920.1	51505	38220	0.74	0	12
NW_026511921.1	175930	321181	1.83	0	55
NW_026511922.1	50065	45723	0.91	0	36
NW_026511923.1	59641	128858	2.16	0	135
NW_026511924.1	310367	928241	2.99	0	88
NW_026511925.1	6114	6364	1.04	0	8
NW_026511926.1	22006	86776	3.94	0	108
NW_026511927.1	54136	139162	2.57	0	70
NW_026511928.1	28475	61127	2.15	0	33
NW_026511929.1	38349	96614	2.52	0	28
NW_026511930.1	5950	6702	1.13	0	9
NW_026511931.1	53578	185678	3.47	0	56
NW_026511932.1	291302	543681	1.87	0	68
NW_026511933.1	120445	198984	1.65	0	44
NW_026511934.1	84475	656660	7.77	0	171
NW_026511935.1	21484	55889	2.60	0	12
NW_026511936.1	44205	67410	1.52	0	28
NW_026511937.1	29578	34610	1.17	0	17
NW_026511938.1	41619	98773	2.37	0	26
NW_026511939.1	45051	1187557	26.36	0	475
NW_026511940.1	66247	97454	1.47	0	59
NW_026511941.1	91139	362968	3.98	0	1453
NW_026511942.1	35962	79892	2.22	0	13
NW_026511943.1	29566	35413	1.20	0	11
NW_026511944.1	122082	215265	1.76	0	110
NW_026511945.1	24902	30137	1.21	0	12
NW_026511946.1	22410	78098	3.48	0	44
NW_026511947.1	51042	96993	1.90	0	22
NW_026511948.1	63574	104611	1.65	0	37
NW_026511949.1	32254	125659	3.90	0	18
NW_026511950.1	28441	49132	1.73	0	16
NW_026511951.1	94134	176314	1.87	0	37
NW_026511952.1	30574	137016	4.48	0	106
NW_026511953.1	43425	67155	1.55	0	17
NW_026511954.1	37547	72176	1.92	0	34
NW_026511955.1	50706	98838	1.95	0	30
NW_026511956.1	21370	78277	3.66	0	26
NW_026511957.1	50213	111888	2.23	0	96
NW_026511958.1	149232	304234	2.04	0	44
NW_026511959.1	49546	98713	1.99	0	72
NW_026511960.1	24693	27669	1.12	0	12
NW_026511961.1	292049	847583	2.90	0	72
NW_026511962.1	50735	78342	1.54	0	20
NW_026511963.1	60769	63025	1.04	0	30
NW_026511964.1	9940	26380	2.65	0	20
NW_026511965.1	272175	6114356	22.46	0	36749
NW_026511966.1	176640	243685	1.38	0	30
NW_026511967.1	17887	61441	3.43	0	39
NW_026511968.1	68446	57327	0.84	0	13
NW_026511969.1	64948	154024	2.37	0	82
NW_026511970.1	50266	37127	0.74	0	13
NW_026511971.1	199352	437476	2.19	0	40
NW_026511972.1	32099	18268	0.57	0	9
NW_026511973.1	74558	155170	2.08	0	24
NW_026511974.1	27534	118073	4.29	0	34
NW_026511975.1	32503	74090	2.28	0	112
NW_026511976.1	38549	72347	1.88	0	15
NW_026511977.1	95108	208389	2.19	0	22
NW_026511978.1	99714	165797	1.66	0	52
NW_026511979.1	24945	319274	12.80	0	151
NW_026511980.1	28854	38341	1.33	0	16
NW_026511981.1	248851	566353	2.28	0	81
NW_026511982.1	139954	262894	1.88	0	42
NW_026511983.1	166266	372709	2.24	0	33
NW_026511984.1	39128	105472	2.70	0	286
NW_026511985.1	44420	30169	0.68	0	9
NW_026511986.1	38814	55875	1.44	0	41
NW_026511987.1	263598	649090	2.46	0	40
NW_026511988.1	106110	221829	2.09	0	49
NW_026511989.1	88924	137369	1.54	0	18
NW_026511990.1	27310	18154	0.66	0	15
NW_026511991.1	243556	455876	1.87	0	34
NW_026511992.1	116968	176686	1.51	0	22
NW_026511993.1	35840	92173	2.57	0	68
NW_026511994.1	26359	29226	1.11	0	16
NW_026511995.1	48539	78064	1.61	0	37
NW_026511996.1	42700	137259	3.21	0	124
NW_026511997.1	4956	1368	0.28	0	2
NW_026511998.1	367103	4468592	12.17	0	2416
NW_026511999.1	60861	145229	2.39	0	24
NW_026512000.1	57949	125979	2.17	0	46
NW_026512001.1	45874	92050	2.01	0	27
NW_026512002.1	104519	309516	2.96	0	47
NW_026512003.1	34781	63473	1.82	0	20
NW_026512004.1	39024	61529	1.58	0	34
NW_026512005.1	74423	87587	1.18	0	23
NW_026512006.1	113043	233374	2.06	0	21
NW_026512007.1	47451	214279	4.52	0	93
NW_026512008.1	46856	163613	3.49	0	60
NW_026512009.1	30364	47187	1.55	0	28
NW_026512010.1	125794	474545	3.77	0	129
NW_026512011.1	70289	132999	1.89	0	22
NW_026512012.1	268905	415508	1.55	0	39
NW_026512013.1	39243	87931	2.24	0	16
NW_026512014.1	397326	1378684	3.47	0	513
NW_026512015.1	24230	21016	0.87	0	11
NW_026512016.1	28254	84359	2.99	0	42
NW_026512017.1	55761	120404	2.16	0	36
NW_026512018.1	26854	27753	1.03	0	12
NW_026512019.1	45337	108752	2.40	0	30
NW_026512020.1	25819	111894	4.33	0	41
NW_026512021.1	115543	152613	1.32	0	43
NW_026512022.1	19501	22265	1.14	0	14
NW_026512023.1	146514	848378	5.79	0	149
NW_026512024.1	150861	249071	1.65	0	28
NW_026512025.1	125011	137409	1.10	0	24
NW_026512026.1	31895	217778	6.83	0	85
NW_026512027.1	81795	137095	1.68	0	19
NW_026512028.1	28492	23594	0.83	0	8
NW_026512029.1	32300	50709	1.57	0	18
NW_026512030.1	50000	42679	0.85	0	9
NW_026512031.1	3342	11017	3.30	0	18
NW_026512032.1	215748	619919	2.87	0	68
NW_026512033.1	246304	805034	3.27	0	233
NW_026512034.1	34172	130224	3.81	0	47
NW_026512035.1	343477	591579	1.72	0	32
NW_026512036.1	233043	720066	3.09	0	60
NW_026512037.1	40256	105135	2.61	0	36
NW_026512038.1	49699	131613	2.65	0	33
NW_026512039.1	50078	53619	1.07	0	15
NW_026512040.1	52120	65851	1.26	0	10
NW_026512041.1	102140	345475	3.38	0	100
NW_026512042.1	50000	64513	1.29	0	35
NW_026512043.1	35384	47426	1.34	0	19
NW_026512044.1	23520	126239	5.37	0	94
NW_026512045.1	216777	352137	1.62	0	57
NW_026512046.1	40030	223558	5.58	0	96
NW_026512047.1	41023	200678	4.89	0	116
NW_026512048.1	41975	112003	2.67	0	61
NW_026512049.1	26270	212702	8.10	0	224
NW_026512050.1	21711	30654	1.41	0	14
NW_026512051.1	76752	115027	1.50	0	31
NW_026512052.1	27552	75840	2.75	0	21
NW_026512053.1	174276	308139	1.77	0	87
NW_026512054.1	150986	1281951	8.49	0	227
NW_026512055.1	71369	62493	0.88	0	23
NW_026512056.1	50942	64123	1.26	0	50
NW_026512057.1	121653	185921	1.53	0	24
NW_026512058.1	224696	658666	2.93	0	284
NW_026512059.1	59069	165203	2.80	0	88
NW_026512060.1	44555	267581	6.01	0	194
NW_026512061.1	31391	87034	2.77	0	25
NW_026512062.1	66387	48935	0.74	0	17
NW_026512063.1	38636	141534	3.66	0	25
NW_026512064.1	57690	54018	0.94	0	17
NW_026512065.1	157082	302145	1.92	0	44
NW_026512066.1	126348	217111	1.72	0	35
NW_026512067.1	49092	110349	2.25	0	19
NW_026512068.1	121196	294295	2.43	0	92
NW_026512069.1	83296	118489	1.42	0	21
NW_026512070.1	38253	72297	1.89	0	12
NW_026512071.1	39090	41571	1.06	0	13
NW_026512072.1	56930	69299	1.22	0	21
NW_026512073.1	57673	119756	2.08	0	27
NW_026512074.1	42028	78274	1.86	0	26
NW_026512075.1	30131	54114	1.80	0	41
NW_026512076.1	44329	34486	0.78	0	21
NW_026512077.1	54239	157198	2.90	0	84
NW_026512078.1	339882	737259	2.17	0	66
NW_026512079.1	64262	108340	1.69	0	19
NW_026512080.1	7183	1832	0.26	0	2
NW_026512081.1	127419	267104	2.10	0	38
NW_026512082.1	33899	237207	7.00	0	117
NW_026512083.1	49997	57374	1.15	0	30
NW_026512084.1	138924	1067463	7.68	0	131
NW_026512085.1	42647	57111	1.34	0	14
NW_026512086.1	106876	822021	7.69	0	71
NW_026512087.1	53739	126398	2.35	0	66
NW_026512088.1	112405	195165	1.74	0	43
NW_026512089.1	132541	225330	1.70	0	24
NW_026512090.1	81337	260561	3.20	0	60
NW_026512091.1	47214	78375	1.66	0	31
NW_026512092.1	55287	148720	2.69	0	32
NW_026512093.1	72376	321163	4.44	0	115
NW_026512094.1	38827	126888	3.27	0	123
NW_026512095.1	22334	177877	7.96	0	78
NW_026512096.1	36986	140824	3.81	0	38
NW_026512097.1	36818	84609	2.30	0	62
NW_026512098.1	103016	178599	1.73	0	28
NW_026512099.1	377006	1085192	2.88	0	184
NW_026512100.1	59693	148177	2.48	0	63
NW_026512101.1	32006	35811	1.12	0	17
NW_026512102.1	90676	197034	2.17	0	77
NW_026512103.1	108839	264291	2.43	0	46
NW_026512104.1	80922	190475	2.35	0	53
NW_026512105.1	112715	103086	0.91	0	50
NW_026512106.1	16467	13422	0.82	0	10
NW_026512107.1	127089	288044	2.27	0	36
NW_026512108.1	29184	102077	3.50	0	81
NW_026512109.1	95664	561118	5.87	0	106
NW_026512110.1	26502	697059	26.30	0	450
NW_026512111.1	58231	93281	1.60	0	34
NW_026512112.1	383369	1736693	4.53	0	109
NW_026512113.1	19730	12320	0.62	0	7
NW_026512114.1	23974	51904	2.17	0	24
NW_026512115.1	55300	148761	2.69	0	31
NW_026512116.1	130925	382865	2.92	0	32
NW_026512117.1	23871	42229	1.77	0	13
NW_026512118.1	89435	371501	4.15	0	56
NW_026512119.1	23853	32398	1.36	0	32
NW_026512120.1	28369	36148	1.27	0	12
NW_026512121.1	43398	50261	1.16	0	18
NW_026512122.1	453750	1461585	3.22	0	93
NW_026512123.1	151988	206503	1.36	0	60
NW_026512124.1	62868	66575	1.06	0	12
NW_026512125.1	42853	54228	1.27	0	33
NW_026512126.1	255005	463541	1.82	0	40
NW_026512127.1	81267	125678	1.55	0	24
NW_026512128.1	91435	150407	1.64	0	31
NW_026512129.1	323342	512439	1.58	0	105
NW_026512130.1	31271	102989	3.29	0	23
NW_026512131.1	134593	138658	1.03	0	21
NW_026512132.1	103614	260883	2.52	0	121
NW_026512133.1	18344	9403	0.51	0	8
NW_026512134.1	49773	85182	1.71	0	15
NW_026512135.1	57172	39717	0.69	0	9
NW_026512136.1	114040	172005	1.51	0	35
NW_026512137.1	26440	87677	3.32	0	49
NW_026512138.1	47600	95723	2.01	0	21
NW_026512139.1	43866	89868	2.05	0	18
NW_026512140.1	167649	433424	2.59	0	133
NW_026512141.1	129847	218593	1.68	0	28
NW_026512142.1	50487	108145	2.14	0	24
NW_026512143.1	35402	34156	0.96	0	7
NW_026512144.1	24487	75128	3.07	0	21
NW_026512145.1	202941	343245	1.69	0	38
NW_026512146.1	228777	437320	1.91	0	36
NW_026512147.1	108014	412635	3.82	0	53
NW_026512148.1	58213	151540	2.60	0	17
NW_026512149.1	325010	476921	1.47	0	60
NW_026512150.1	6553	18240	2.78	0	20
NW_026512151.1	23425	94765	4.05	0	72
NW_026512152.1	23067	120251	5.21	0	152
NW_026512153.1	317650	3534674	11.13	0	614
NW_026512154.1	50303	165625	3.29	0	94
NW_026512155.1	91566	250364	2.73	0	65
NW_026512156.1	22354	65988	2.95	0	54
NW_026512157.1	66206	88747	1.34	0	14
NW_026512158.1	54915	95079	1.73	0	19
NW_026512159.1	48429	76628	1.58	0	17
NW_026512160.1	604363	1193750	1.98	0	183
NW_026512161.1	113016	133174	1.18	0	25
NW_026512162.1	65782	131378	2.00	0	33
NW_026512163.1	56095	123735	2.21	0	88
NW_026512164.1	44475	67598	1.52	0	36
NW_026512165.1	257985	501423	1.94	0	35
NW_026512166.1	51822	58650	1.13	0	8
NW_026512167.1	446678	1048617	2.35	0	144
NW_026512168.1	21406	31846	1.49	0	15
NW_026512169.1	208753	744582	3.57	0	54
NW_026512170.1	43466	463676	10.67	0	149
NW_026512171.1	140660	277408	1.97	0	24
NW_026512172.1	167013	265889	1.59	0	123
NW_026512173.1	57089	80366	1.41	0	41
NW_026512174.1	28852	63518	2.20	0	15
NW_026512175.1	22808	28260	1.24	0	17
NW_026512176.1	37974	132665	3.49	0	94
NW_026512177.1	75630	92990	1.23	0	17
NW_026512178.1	386293	1822788	4.72	0	66
NW_026512179.1	20718	29738	1.44	0	11
NW_026512180.1	71158	479568	6.74	0	82
NW_026512181.1	24468	25000	1.02	0	17
NW_026512182.1	41473	261656	6.31	0	205
NW_026512183.1	57013	127182	2.23	0	33
NW_026512184.1	63705	112605	1.77	0	18
NW_026512185.1	40344	50209	1.24	0	32
NW_026512186.1	51015	28810	0.56	0	10
NW_026512187.1	53575	133196	2.49	0	121
NW_026512188.1	179293	401058	2.24	0	58
NW_026512189.1	71505	129096	1.81	0	27
NW_026512190.1	53397	103584	1.94	0	19
NW_026512191.1	232687	335175	1.44	0	59
NW_026512192.1	27245	126460	4.64	0	117
NW_026512193.1	61823	99366	1.61	0	42
NW_026512194.1	37372	37455	1.00	0	10
NW_026512195.1	26255	46505	1.77	0	34
NW_026512196.1	64048	78053	1.22	0	14
NW_026512197.1	72017	118291	1.64	0	41
NW_026512198.1	22016	31441	1.43	0	20
NW_026512199.1	67733	354976	5.24	0	53
NW_026512200.1	78743	133032	1.69	0	25
NW_026512201.1	49997	32453	0.65	0	9
NW_026512202.1	126667	232227	1.83	0	58
NW_026512203.1	143541	216294	1.51	0	54
NW_026512204.1	88551	120497	1.36	0	35
NW_026512205.1	122821	216088	1.76	0	42
NW_026512206.1	101072	70165	0.69	0	14
NW_026512207.1	50850	60154	1.18	0	16
NW_026512208.1	40031	115254	2.88	0	35
NW_026512209.1	26698	71856	2.69	0	55
NW_026512210.1	49168	78356	1.59	0	38
NW_026512211.1	175027	809589	4.63	0	141
NW_026512212.1	40614	150552	3.71	0	60
NW_026512213.1	217050	672323	3.10	0	39
NW_026512214.1	228337	1806132	7.91	0	362
NW_026512215.1	54374	137914	2.54	0	155
NW_026512216.1	215946	363403	1.68	0	141
NW_026512217.1	52701	156859	2.98	0	97
NW_026512218.1	54283	55558	1.02	0	19
NW_026512219.1	46931	133994	2.86	0	41
NW_026512220.1	77642	146174	1.88	0	20
NW_026512221.1	44141	104228	2.36	0	16
NW_026512222.1	22406	20366	0.91	0	26
NW_026512223.1	40206	142578	3.55	0	73
NW_026512224.1	30389	266991	8.79	0	60
NW_026512225.1	24642	14240	0.58	0	11
NW_026512226.1	34533	98620	2.86	0	39
NW_026512227.1	89052	247038	2.77	0	21
NW_026512228.1	99911	146375	1.47	0	17
NW_026512229.1	20787	50963	2.45	0	79
NW_026512230.1	39980	54952	1.37	0	11
NW_026512231.1	45690	316444	6.93	0	489
NW_026512232.1	408517	1024024	2.51	0	111
NW_026512233.1	41647	73845	1.77	0	28
NW_026512234.1	43479	84076	1.93	0	24
NW_026512235.1	84389	183452	2.17	0	65
NW_026512236.1	39796	166040	4.17	0	40
NW_026512237.1	24219	48312	1.99	0	103
NW_026512238.1	58088	63180	1.09	0	23
NW_026512239.1	211633	386419	1.83	0	28
NW_026512240.1	31089	65327	2.10	0	27
NW_026512241.1	20429	32999	1.62	0	19
NW_026512242.1	43668	103355	2.37	0	18
NW_026512243.1	85808	389287	4.54	0	62
NW_026512244.1	36005	45506	1.26	0	14
NW_026512245.1	61285	52261	0.85	0	28
NW_026512246.1	70777	178935	2.53	0	29
NW_026512247.1	301099	713440	2.37	0	46
NW_026512248.1	123050	163369	1.33	0	49
NW_026512249.1	142224	179375	1.26	0	18
NW_026512250.1	65766	87120	1.32	0	20
NW_026512251.1	24446	30040	1.23	0	22
NW_026512252.1	74201	147420	1.99	0	21
NW_026512253.1	44431	60384	1.36	0	25
NW_026512254.1	40217	92178	2.29	0	28
NW_026512255.1	34911	89097	2.55	0	24
NW_026512256.1	55959	103442	1.85	0	17
NW_026512257.1	518815	1731833	3.34	0	118
NW_026512258.1	177725	428557	2.41	0	36
NW_026512259.1	80556	327703	4.07	0	115
NW_026512260.1	14886	83371	5.60	0	30
NW_026512261.1	53600	53343	1.00	0	16
NW_026512262.1	29710	165178	5.56	0	116
NW_026512263.1	21155	142262	6.72	0	118
NW_026512264.1	48762	115036	2.36	0	46
NW_026512265.1	67578	110785	1.64	0	20
NW_026512266.1	18192	21336	1.17	0	7
NW_026512267.1	43766	64408	1.47	0	24
NW_026512268.1	50612	71223	1.41	0	24
NW_026512269.1	25951	28315	1.09	0	13
NW_026512270.1	37798	49205	1.30	0	11
NW_026512271.1	49855	80518	1.62	0	17
NW_026512272.1	358532	589549	1.64	0	67
NW_026512273.1	139604	182823	1.31	0	31
NW_026512274.1	34686	28880	0.83	0	8
NW_026512275.1	914915	612883	0.67	0	120
NW_026512276.1	48005	68103	1.42	0	19
NW_026512277.1	21777	57166	2.63	0	11
NW_026512278.1	47166	54347	1.15	0	14
NW_026512279.1	43015	61828	1.44	0	24
NW_026512280.1	170356	224229	1.32	0	30
NW_026512281.1	39918	86703	2.17	0	39
NW_026512282.1	343394	919750	2.68	0	69
NW_026512283.1	56253	56729	1.01	0	41
NW_026512284.1	28351	99714	3.52	0	67
NW_026512285.1	177211	791707	4.47	0	78
NW_026512286.1	300531	476418	1.59	0	133
NW_026512287.1	78542	492029	6.26	0	114
NW_026512288.1	31279	172119	5.50	0	82
NW_026512289.1	28629	62995	2.20	0	21
NW_026512290.1	47582	299255	6.29	0	223
NW_026512291.1	67897	66847	0.98	0	34
NW_026512292.1	141201	220194	1.56	0	31
NW_026512293.1	49980	94172	1.88	0	18
NW_026512294.1	99338	343733	3.46	0	68
NW_026512295.1	62051	124917	2.01	0	32
NW_026512296.1	37425	57933	1.55	0	156
NW_026512297.1	50671	42679	0.84	0	22
NW_026512298.1	37280	171873	4.61	0	837
NW_026512299.1	58939	91013	1.54	0	37
NW_026512300.1	171746	444560	2.59	0	347
NW_026512301.1	50559	342631	6.78	0	448
NW_026512302.1	3681	6814	1.85	0	9
NW_026512303.1	43925	60433	1.38	0	48
NW_026512304.1	39349	160153	4.07	0	39
NW_026512305.1	140271	222160	1.58	0	34
NW_026512306.1	154567	840420	5.44	0	140
NW_026512307.1	39998	68229	1.71	0	24
NW_026512308.1	259122	424672	1.64	0	44
NW_026512309.1	8442	32486	3.85	0	23
NW_026512310.1	102702	245611	2.39	0	28
NW_026512311.1	40022	156742	3.92	0	67
NW_026512312.1	22098	84463	3.82	0	170
NW_026512313.1	57660	91412	1.59	0	18
NW_026512314.1	59927	209404	3.49	0	134
NW_026512315.1	162573	464344	2.86	0	54
NW_026512316.1	33812	36492	1.08	0	35
NW_026512317.1	106872	105933	0.99	0	16
NW_026512318.1	72887	123795	1.70	0	59
NW_026512319.1	89831	137972	1.54	0	34
NW_026512320.1	27218	80581	2.96	0	26
NW_026512321.1	184221	310150	1.68	0	49
NW_026512322.1	39180	91524	2.34	0	33
NW_026512323.1	106032	662739	6.25	0	304
NW_026512324.1	54641	365756	6.69	0	78
NW_026512325.1	77378	96593	1.25	0	41
NW_026512326.1	44989	72778	1.62	0	23
NW_026512327.1	239808	400439	1.67	0	57
NW_026512328.1	60984	67815	1.11	0	23
NW_026512329.1	29740	68669	2.31	0	39
NW_026512330.1	79662	158283	1.99	0	95
NW_026512331.1	29977	62567	2.09	0	75
NW_026512332.1	358116	547882	1.53	0	34
NW_026512333.1	225296	401763	1.78	0	78
NW_026512334.1	98976	175390	1.77	0	49
NW_026512335.1	21225	40855	1.92	0	13
NW_026512336.1	194142	375922	1.94	0	51
NW_026512337.1	459139	806840	1.76	0	82
NW_026512338.1	397997	1177487	2.96	0	161
NW_026512339.1	74391	81204	1.09	0	15
NW_026512340.1	158806	422882	2.66	0	33
NW_026512341.1	29581	17940	0.61	0	18
NW_026512342.1	262105	628068	2.40	0	71
NW_026512343.1	59938	135800	2.27	0	37
NW_026512344.1	35946	186770	5.20	0	30
NW_026512345.1	143932	283348	1.97	0	74
NW_026512346.1	244750	716788	2.93	0	76
NW_026512347.1	25275	243457	9.63	0	238
NW_026512348.1	60047	177845	2.96	0	51
NW_026512349.1	24382	2964479	121.58	0	1087
NW_026512350.1	53570	98727	1.84	0	65
NW_026512351.1	32437	45372	1.40	0	11
NW_026512352.1	52010	40823	0.78	0	14
NW_026512353.1	17459	17483	1.00	0	14
NW_026512354.1	66496	104678	1.57	0	35
NW_026512355.1	27553	26085	0.95	0	8
NW_026512356.1	34298	65694	1.92	0	21
NW_026512357.1	50355	69930	1.39	0	18
NW_026512358.1	84779	246236	2.90	0	81
NW_026512359.1	96090	146473	1.52	0	14
NW_026512360.1	51069	47412	0.93	0	37
NW_026512361.1	80729	99268	1.23	0	30
NW_026512362.1	6996	2907	0.42	0	8
NW_026512363.1	57602	111004	1.93	0	38
NW_026512364.1	83709	185881	2.22	0	23
NW_026512365.1	84958	133296	1.57	0	24
NW_026512366.1	43413	129399	2.98	0	26
NW_026512367.1	24521	40014	1.63	0	20
NW_026512368.1	155044	791725	5.11	0	203
NW_026512369.1	44378	75447	1.70	0	16
NW_026512370.1	52840	96541	1.83	0	17
NW_026512371.1	41585	96018	2.31	0	61
NW_026512372.1	25365	32138	1.27	0	13
NW_026512373.1	221488	624460	2.82	0	107
NW_026512374.1	32714	66715	2.04	0	39
NW_026512375.1	167384	250576	1.50	0	38
NW_026512376.1	89989	643570	7.15	0	118
NW_026512377.1	27931	130977	4.69	0	88
NW_026512378.1	191918	262819	1.37	0	32
NW_026512379.1	27917	27087	0.97	0	12
NW_026512380.1	28611	80611	2.82	0	597
NW_026512381.1	55781	80268	1.44	0	24
NW_026512382.1	36764	159187	4.33	0	85
NW_026512383.1	208597	1376944	6.60	0	83
NW_026512384.1	29210	67996	2.33	0	26
NW_026512385.1	37314	90147	2.42	0	35
NW_026512386.1	47388	49811	1.05	0	14
NW_026512387.1	58075	140039	2.41	0	30
NW_026512388.1	215514	509536	2.36	0	62
NW_026512389.1	45553	119494	2.62	0	66
NW_026512390.1	57228	102120	1.78	0	25
NW_026512391.1	71604	159157	2.22	0	57
NW_026512392.1	30014	64808	2.16	0	19
NW_026512393.1	25932	75301	2.90	0	46
NW_026512394.1	52558	212060	4.03	0	57
NW_026512395.1	22400	55872	2.49	0	13
NW_026512396.1	25886	47999	1.85	0	16
NW_026512397.1	93043	290199	3.12	0	88
NW_026512398.1	405538	1195574	2.95	0	112
NW_026512399.1	81592	138211	1.69	0	20
NW_026512400.1	53877	111793	2.07	0	25
NW_026512401.1	274136	509872	1.86	0	37
NW_026512402.1	7447	8505	1.14	0	8
NW_026512403.1	310707	412121	1.33	0	21
NW_026512404.1	71908	118151	1.64	0	16
NW_026512405.1	22605	31598	1.40	0	21
NW_026512406.1	505398	856059	1.69	0	426
NW_026512407.1	94817	337124	3.56	0	87
NW_026512408.1	148034	1266274	8.55	0	222
NW_026512409.1	81543	134398	1.65	0	17
NW_026512410.1	53461	162849	3.05	0	38
NW_026512411.1	99449	627228	6.31	0	104
NW_026512412.1	38197	41352	1.08	0	13
NW_026512413.1	22261	46728	2.10	0	69
NW_026512414.1	107731	202852	1.88	0	25
NW_026512415.1	70009	160464	2.29	0	31
NW_026512416.1	35019	186260	5.32	0	103
NW_026512417.1	49998	62541	1.25	0	38
NW_026512418.1	132722	312820	2.36	0	25
NW_026512419.1	82780	217479	2.63	0	38
NW_026512420.1	264916	448708	1.69	0	31
NW_026512421.1	25303	14566	0.58	0	14
NW_026512422.1	46912	147221	3.14	0	27
NW_026512423.1	9051	12338	1.36	0	12
NW_026512424.1	141568	269159	1.90	0	38
NW_026512425.1	214559	355417	1.66	0	50
NW_026512426.1	114517	251345	2.19	0	33
NW_026512427.1	27561	21416	0.78	0	16
NW_026512428.1	151572	799645	5.28	0	127
NW_026512429.1	111626	146375	1.31	0	15
NW_026512430.1	99171	237602	2.40	0	31
NW_026512431.1	60134	54671	0.91	0	15
NW_026512432.1	147279	529755	3.60	0	74
NW_026512433.1	51857	54810	1.06	0	11
NW_026512434.1	53772	915862	17.03	0	164
NW_026512435.1	40279	82227	2.04	0	28
NW_026512436.1	136649	167219	1.22	0	27
NW_026512437.1	58658	42545	0.73	0	31
NW_026512438.1	168950	432787	2.56	0	56
NW_026512439.1	112689	303626	2.69	0	140
NW_026512440.1	49988	89612	1.79	0	22
NW_026512441.1	35693	216745	6.07	0	221
NW_026512442.1	39941	105343	2.64	0	27
NW_026512443.1	378257	610724	1.61	0	104
NW_026512444.1	107470	450215	4.19	0	25
NW_026512445.1	81101	104719	1.29	0	26
NW_026512446.1	34720	124324	3.58	0	36
NW_026512447.1	49902	178491	3.58	0	39
NW_026512448.1	33235	26714	0.80	0	26
NW_026512449.1	30347	40765	1.34	0	15
NW_026512450.1	148474	224071	1.51	0	30
NW_026512451.1	122995	843924	6.86	0	418
NW_026512452.1	34798	41937	1.21	0	18
NW_026512453.1	220243	337084	1.53	0	23
NW_026512454.1	37541	93505	2.49	0	31
NW_026512455.1	29123	100851	3.46	0	53
NW_026512456.1	62102	55351	0.89	0	11
NW_026512457.1	191468	491712	2.57	0	155
NW_026512458.1	77443	168761	2.18	0	28
NW_026512459.1	45269	34672	0.77	0	15
NW_026512460.1	49996	98517	1.97	0	85
NW_026512461.1	67326	129842	1.93	0	51
NW_026512462.1	53396	90850	1.70	0	22
NW_026512463.1	27168	138151	5.09	0	83
NW_026512464.1	37530	85744	2.28	0	70
NW_026512465.1	8628	13255	1.54	0	22
NW_026512466.1	29676	31379	1.06	0	19
NW_026512467.1	44630	60304	1.35	0	18
NW_026512468.1	83744	139495	1.67	0	27
NW_026512469.1	34747	71614	2.06	0	21
NW_026512470.1	70297	206878	2.94	0	41
NW_026512471.1	95122	132770	1.40	0	56
NW_026512472.1	36725	88559	2.41	0	62
NW_026512473.1	23085	29329	1.27	0	13
NW_026512474.1	22566	44738	1.98	0	36
NW_026512475.1	23128	25581	1.11	0	8
NW_026512476.1	94393	241268	2.56	0	85
NW_026512477.1	35490	56857	1.60	0	20
NW_026512478.1	57640	91908	1.59	0	17
NW_026512479.1	233459	421465	1.81	0	41
NW_026512480.1	135321	190596	1.41	0	30
NW_026512481.1	20499	28157	1.37	0	13
