chrom	length	bases	mean	min	max
NW_026511877.1	53458	165369	3.09	0	23
NW_026511878.1	100812	137761	1.37	0	14
NW_026511879.1	68340	87638	1.28	0	7
NW_026511880.1	58172	816477	14.04	0	376
NW_026511881.1	268485	705004	2.63	0	28
NW_026511882.1	37834	151386	4.00	0	20
NW_026511883.1	39772	113771	2.86	0	15
NW_026511884.1	83592	184572	2.21	0	26
NW_026511885.1	261663	709458	2.71	0	24
NW_026511886.1	27225	239726	8.81	0	174
NW_026511887.1	43986	623189	14.17	0	351
NW_026511888.1	47839	134411	2.81	0	14
NW_026511889.1	47105	159283	3.38	0	23
NW_026511890.1	78150	138407	1.77	0	28
NW_026511891.1	73275	91705	1.25	0	13
NW_026511892.1	28596	62846	2.20	0	16
NW_026511893.1	368945	1795797	4.87	0	89
NW_026511894.1	89018	272501	3.06	0	25
NW_026511895.1	276231	678640	2.46	0	29
NW_026511896.1	54236	357998	6.60	0	61
NW_026511897.1	204882	366671	1.79	0	22
NW_026511898.1	41548	163546	3.94	0	16
NW_026511899.1	42754	69569	1.63	0	13
NW_026511900.1	47811	267511	5.60	0	60
NW_026511901.1	23968	46883	1.96	0	12
NW_026511902.1	240210	613685	2.55	0	48
NW_026511903.1	32569	107423	3.30	0	21
NW_026511904.1	49999	88344	1.77	0	16
NW_026511905.1	30149	111882	3.71	0	26
NW_026511906.1	36566	903807	24.72	0	240
NW_026511907.1	53317	166413	3.12	0	31
NW_026511908.1	25347	117456	4.63	0	45
NW_026511909.1	11093	31933	2.88	0	14
NW_026511910.1	10117	39030	3.86	0	13
NW_026511911.1	275591	465739	1.69	0	23
NW_026511912.1	21833	62966	2.88	0	13
NW_026511913.1	82584	136579	1.65	0	21
NW_026511914.1	27491	139891	5.09	0	40
NW_026511915.1	70175	120069	1.71	0	18
NW_026511916.1	60087	118099	1.97	0	13
NW_026511917.1	249167	466037	1.87	0	18
NW_026511918.1	35995	114749	3.19	0	27
NW_026511919.1	360029	1088036	3.02	0	32
NW_026511920.1	51505	68176	1.32	0	8
NW_026511921.1	175930	526359	2.99	0	42
NW_026511922.1	50065	68636	1.37	0	19
NW_026511923.1	59641	382527	6.41	0	95
NW_026511924.1	310367	912271	2.94	0	34
NW_026511925.1	6114	12961	2.12	0	7
NW_026511926.1	22006	108479	4.93	0	37
NW_026511927.1	54136	411664	7.60	0	302
NW_026511928.1	28475	41080	1.44	0	19
NW_026511929.1	38349	136143	3.55	0	17
NW_026511930.1	5950	9194	1.55	0	7
NW_026511931.1	53578	427357	7.98	0	55
NW_026511932.1	291302	690593	2.37	0	36
NW_026511933.1	120445	375968	3.12	0	24
NW_026511934.1	84475	1726397	20.44	0	226
NW_026511935.1	21484	106515	4.96	0	14
NW_026511936.1	44205	121380	2.75	0	14
NW_026511937.1	29578	110767	3.74	0	14
NW_026511938.1	41619	197740	4.75	0	17
NW_026511939.1	45051	437526	9.71	0	158
NW_026511940.1	66247	259334	3.91	0	38
NW_026511941.1	91139	547965	6.01	0	2296
NW_026511942.1	35962	138840	3.86	0	16
NW_026511943.1	29566	86397	2.92	0	43
NW_026511944.1	122082	282639	2.32	0	35
NW_026511945.1	24902	38758	1.56	0	15
NW_026511946.1	22410	61941	2.76	0	24
NW_026511947.1	51042	94365	1.85	0	11
NW_026511948.1	63574	192312	3.03	0	21
NW_026511949.1	32254	115035	3.57	0	19
NW_026511950.1	28441	78129	2.75	0	12
NW_026511951.1	94134	319978	3.40	0	72
NW_026511952.1	30574	204115	6.68	0	221
NW_026511953.1	43425	142001	3.27	0	18
NW_026511954.1	37547	122382	3.26	0	41
NW_026511955.1	50706	117738	2.32	0	13
NW_026511956.1	21370	83579	3.91	0	13
NW_026511957.1	50213	88060	1.75	0	22
NW_026511958.1	149232	324350	2.17	0	37
NW_026511959.1	49546	227745	4.60	0	32
NW_026511960.1	24693	80730	3.27	0	15
NW_026511961.1	292049	1069001	3.66	0	52
NW_026511962.1	50735	66161	1.30	0	40
NW_026511963.1	60769	87250	1.44	0	14
NW_026511964.1	9940	43117	4.34	0	30
NW_026511965.1	272175	7813454	28.71	0	48678
NW_026511966.1	176640	399756	2.26	0	19
NW_026511967.1	17887	69442	3.88	0	19
NW_026511968.1	68446	71880	1.05	0	8
NW_026511969.1	64948	444009	6.84	0	87
NW_026511970.1	50266	39969	0.80	0	8
NW_026511971.1	199352	597770	3.00	0	23
NW_026511972.1	32099	61141	1.90	0	11
NW_026511973.1	74558	280544	3.76	0	92
NW_026511974.1	27534	93572	3.40	0	18
NW_026511975.1	32503	98260	3.02	0	56
NW_026511976.1	38549	102137	2.65	0	10
NW_026511977.1	95108	401871	4.23	0	28
NW_026511978.1	99714	260888	2.62	0	34
NW_026511979.1	24945	217542	8.72	0	70
NW_026511980.1	28854	26575	0.92	0	11
NW_026511981.1	248851	459181	1.85	0	36
NW_026511982.1	139954	254542	1.82	0	26
NW_026511983.1	166266	519502	3.12	0	28
NW_026511984.1	39128	131958	3.37	0	517
NW_026511985.1	44420	110278	2.48	0	16
NW_026511986.1	38814	169958	4.38	0	31
NW_026511987.1	263598	799394	3.03	0	22
NW_026511988.1	106110	447221	4.21	0	32
NW_026511989.1	88924	307040	3.45	0	62
NW_026511990.1	27310	81041	2.97	0	18
NW_026511991.1	243556	522488	2.15	0	29
NW_026511992.1	116968	181870	1.55	0	14
NW_026511993.1	35840	36464	1.02	0	36
NW_026511994.1	26359	72345	2.74	0	13
NW_026511995.1	48539	51375	1.06	0	20
NW_026511996.1	42700	144928	3.39	0	31
NW_026511997.1	4956	13085	2.64	0	15
NW_026511998.1	367103	5244891	14.29	0	1022
NW_026511999.1	60861	178286	2.93	0	23
NW_026512000.1	57949	200013	3.45	0	22
NW_026512001.1	45874	192846	4.20	0	23
NW_026512002.1	104519	245701	2.35	0	17
NW_026512003.1	34781	281028	8.08	0	87
NW_026512004.1	39024	141855	3.64	0	18
NW_026512005.1	74423	92965	1.25	0	12
NW_026512006.1	113043	178416	1.58	0	12
NW_026512007.1	47451	169498	3.57	0	37
NW_026512008.1	46856	158694	3.39	0	30
NW_026512009.1	30364	86811	2.86	0	20
NW_026512010.1	125794	559368	4.45	0	107
NW_026512011.1	70289	250706	3.57	0	17
NW_026512012.1	268905	558247	2.08	0	16
NW_026512013.1	39243	120892	3.08	0	12
NW_026512014.1	397326	1942010	4.89	0	419
NW_026512015.1	24230	95435	3.94	0	18
NW_026512016.1	28254	76850	2.72	0	11
NW_026512017.1	55761	128987	2.31	0	15
NW_026512018.1	26854	43760	1.63	0	15
NW_026512019.1	45337	123914	2.73	0	17
NW_026512020.1	25819	126625	4.90	0	22
NW_026512021.1	115543	383946	3.32	0	24
NW_026512022.1	19501	23999	1.23	0	7
NW_026512023.1	146514	688396	4.70	0	48
NW_026512024.1	150861	207632	1.38	0	26
NW_026512025.1	125011	228544	1.83	0	13
NW_026512026.1	31895	128683	4.03	0	33
NW_026512027.1	81795	267789	3.27	0	70
NW_026512028.1	28492	42261	1.48	0	8
NW_026512029.1	32300	32492	1.01	0	10
NW_026512030.1	50000	57399	1.15	0	10
NW_026512031.1	3342	7572	2.27	0	12
NW_026512032.1	215748	742255	3.44	0	86
NW_026512033.1	246304	1104004	4.48	0	202
NW_026512034.1	34172	113827	3.33	0	45
NW_026512035.1	343477	825796	2.40	0	33
NW_026512036.1	233043	712583	3.06	0	35
NW_026512037.1	40256	59741	1.48	0	11
NW_026512038.1	49699	157896	3.18	0	55
NW_026512039.1	50078	57199	1.14	0	9
NW_026512040.1	52120	71270	1.37	0	9
NW_026512041.1	102140	281962	2.76	0	34
NW_026512042.1	50000	56063	1.12	0	23
NW_026512043.1	35384	59250	1.67	0	14
NW_026512044.1	23520	134520	5.72	0	32
NW_026512045.1	216777	341691	1.58	0	58
NW_026512046.1	40030	271132	6.77	0	91
NW_026512047.1	41023	224573	5.47	0	116
NW_026512048.1	41975	132235	3.15	0	21
NW_026512049.1	26270	331601	12.62	0	168
NW_026512050.1	21711	38530	1.77	0	27
NW_026512051.1	76752	139596	1.82	0	19
NW_026512052.1	27552	78337	2.84	0	20
NW_026512053.1	174276	402370	2.31	0	20
NW_026512054.1	150986	813509	5.39	0	81
NW_026512055.1	71369	190492	2.67	0	20
NW_026512056.1	50942	153258	3.01	0	222
NW_026512057.1	121653	305330	2.51	0	17
NW_026512058.1	224696	1274499	5.67	0	157
NW_026512059.1	59069	189832	3.21	0	37
NW_026512060.1	44555	197823	4.44	0	69
NW_026512061.1	31391	75811	2.42	0	17
NW_026512062.1	66387	123446	1.86	0	11
NW_026512063.1	38636	180151	4.66	0	27
NW_026512064.1	57690	94894	1.64	0	11
NW_026512065.1	157082	274196	1.75	0	24
NW_026512066.1	126348	445824	3.53	0	34
NW_026512067.1	49092	148983	3.03	0	23
NW_026512068.1	121196	846497	6.98	0	82
NW_026512069.1	83296	223104	2.68	0	13
NW_026512070.1	38253	118284	3.09	0	15
NW_026512071.1	39090	108048	2.76	0	11
NW_026512072.1	56930	68561	1.20	0	10
NW_026512073.1	57673	121067	2.10	0	15
NW_026512074.1	42028	103766	2.47	0	13
NW_026512075.1	30131	62945	2.09	0	15
NW_026512076.1	44329	72153	1.63	0	13
NW_026512077.1	54239	412867	7.61	0	340
NW_026512078.1	339882	623410	1.83	0	28
NW_026512079.1	64262	121105	1.88	0	12
NW_026512080.1	7183	27798	3.87	0	24
NW_026512081.1	127419	169252	1.33	0	22
NW_026512082.1	33899	203625	6.01	0	82
NW_026512083.1	49997	49705	0.99	0	15
NW_026512084.1	138924	1895300	13.64	0	212
NW_026512085.1	42647	148930	3.49	0	16
NW_026512086.1	106876	755853	7.07	0	69
NW_026512087.1	53739	194751	3.62	0	16
NW_026512088.1	112405	182500	1.62	0	13
NW_026512089.1	132541	246055	1.86	0	14
NW_026512090.1	81337	361537	4.44	0	59
NW_026512091.1	47214	146388	3.10	0	16
NW_026512092.1	55287	199509	3.61	0	17
NW_026512093.1	72376	294349	4.07	0	45
NW_026512094.1	38827	286370	7.38	0	261
NW_026512095.1	22334	108481	4.86	0	75
NW_026512096.1	36986	152925	4.13	0	17
NW_026512097.1	36818	54533	1.48	0	22
NW_026512098.1	103016	263227	2.56	0	40
NW_026512099.1	377006	916914	2.43	0	65
NW_026512100.1	59693	150293	2.52	0	26
NW_026512101.1	32006	76909	2.40	0	10
NW_026512102.1	90676	327887	3.62	0	43
NW_026512103.1	108839	432638	3.98	0	54
NW_026512104.1	80922	158006	1.95	0	20
NW_026512105.1	112715	144238	1.28	0	70
NW_026512106.1	16467	31612	1.92	0	10
NW_026512107.1	127089	252269	1.98	0	18
NW_026512108.1	29184	132001	4.52	0	21
NW_026512109.1	95664	518163	5.42	0	90
NW_026512110.1	26502	262244	9.90	0	144
NW_026512111.1	58231	95752	1.64	0	17
NW_026512112.1	383369	1305790	3.41	0	36
NW_026512113.1	19730	19291	0.98	0	6
NW_026512114.1	23974	45091	1.88	0	12
NW_026512115.1	55300	777619	14.06	0	543
NW_026512116.1	130925	513497	3.92	0	16
NW_026512117.1	23871	88218	3.70	0	12
NW_026512118.1	89435	435036	4.86	0	54
NW_026512119.1	23853	61088	2.56	0	10
NW_026512120.1	28369	82113	2.89	0	13
NW_026512121.1	43398	73101	1.68	0	18
NW_026512122.1	453750	1746699	3.85	0	126
NW_026512123.1	151988	620480	4.08	0	208
NW_026512124.1	62868	114222	1.82	0	14
NW_026512125.1	42853	87845	2.05	0	18
NW_026512126.1	255005	569118	2.23	0	28
NW_026512127.1	81267	117727	1.45	0	19
NW_026512128.1	91435	264083	2.89	0	16
NW_026512129.1	323342	524941	1.62	0	165
NW_026512130.1	31271	90550	2.90	0	22
NW_026512131.1	134593	174438	1.30	0	15
NW_026512132.1	103614	543013	5.24	0	44
NW_026512133.1	18344	27670	1.51	0	10
NW_026512134.1	49773	200049	4.02	0	17
NW_026512135.1	57172	76843	1.34	0	19
NW_026512136.1	114040	297309	2.61	0	20
NW_026512137.1	26440	127265	4.81	0	33
NW_026512138.1	47600	163639	3.44	0	15
NW_026512139.1	43866	113976	2.60	0	16
NW_026512140.1	167649	393767	2.35	0	36
NW_026512141.1	129847	378316	2.91	0	163
NW_026512142.1	50487	172691	3.42	0	20
NW_026512143.1	35402	68601	1.94	0	12
NW_026512144.1	24487	95517	3.90	0	13
NW_026512145.1	202941	777898	3.83	0	19
NW_026512146.1	228777	453133	1.98	0	18
NW_026512147.1	108014	786671	7.28	0	148
NW_026512148.1	58213	204952	3.52	0	18
NW_026512149.1	325010	420568	1.29	0	35
NW_026512150.1	6553	21348	3.26	0	11
NW_026512151.1	23425	122135	5.21	0	67
NW_026512152.1	23067	153045	6.63	0	46
NW_026512153.1	317650	1639772	5.16	0	174
NW_026512154.1	50303	109131	2.17	0	37
NW_026512155.1	91566	316407	3.46	0	42
NW_026512156.1	22354	112565	5.04	0	36
NW_026512157.1	66206	76134	1.15	0	10
NW_026512158.1	54915	139159	2.53	0	12
NW_026512159.1	48429	101731	2.10	0	16
NW_026512160.1	604363	952797	1.58	0	66
NW_026512161.1	113016	143349	1.27	0	14
NW_026512162.1	65782	208438	3.17	0	22
NW_026512163.1	56095	142545	2.54	0	28
NW_026512164.1	44475	140332	3.16	0	39
NW_026512165.1	257985	458278	1.78	0	26
NW_026512166.1	51822	69017	1.33	0	10
NW_026512167.1	446678	1026283	2.30	0	42
NW_026512168.1	21406	60812	2.84	0	21
NW_026512169.1	208753	1152266	5.52	0	154
NW_026512170.1	43466	527342	12.13	0	184
NW_026512171.1	140660	298344	2.12	0	33
NW_026512172.1	167013	527187	3.16	0	83
NW_026512173.1	57089	152383	2.67	0	23
NW_026512174.1	28852	87924	3.05	0	14
NW_026512175.1	22808	31075	1.36	0	11
NW_026512176.1	37974	131442	3.46	0	46
NW_026512177.1	75630	132089	1.75	0	14
NW_026512178.1	386293	2455667	6.36	0	73
NW_026512179.1	20718	46768	2.26	0	11
NW_026512180.1	71158	487674	6.85	0	95
NW_026512181.1	24468	65235	2.67	0	30
NW_026512182.1	41473	143300	3.46	0	72
NW_026512183.1	57013	282272	4.95	0	44
NW_026512184.1	63705	238292	3.74	0	14
NW_026512185.1	40344	122904	3.05	0	14
NW_026512186.1	51015	158142	3.10	0	17
NW_026512187.1	53575	226399	4.23	0	188
NW_026512188.1	179293	705838	3.94	0	42
NW_026512189.1	71505	177758	2.49	0	22
NW_026512190.1	53397	153628	2.88	0	13
NW_026512191.1	232687	1194254	5.13	0	57
NW_026512192.1	27245	256336	9.41	0	445
NW_026512193.1	61823	155596	2.52	0	23
NW_026512194.1	37372	106100	2.84	0	16
NW_026512195.1	26255	65105	2.48	0	22
NW_026512196.1	64048	63153	0.99	0	10
NW_026512197.1	72017	121562	1.69	0	18
NW_026512198.1	22016	26097	1.19	0	9
NW_026512199.1	67733	256584	3.79	0	30
NW_026512200.1	78743	283343	3.60	0	21
NW_026512201.1	49997	41540	0.83	0	9
NW_026512202.1	126667	242842	1.92	0	58
NW_026512203.1	143541	511927	3.57	0	26
NW_026512204.1	88551	111533	1.26	0	12
NW_026512205.1	122821	344917	2.81	0	21
NW_026512206.1	101072	194262	1.92	0	10
NW_026512207.1	50850	85653	1.68	0	12
NW_026512208.1	40031	113782	2.84	0	20
NW_026512209.1	26698	91042	3.41	0	85
NW_026512210.1	49168	188931	3.84	0	16
NW_026512211.1	175027	967966	5.53	0	51
NW_026512212.1	40614	113395	2.79	0	28
NW_026512213.1	217050	941675	4.34	0	43
NW_026512214.1	228337	1484058	6.50	0	112
NW_026512215.1	54374	181011	3.33	0	154
NW_026512216.1	215946	374521	1.73	0	59
NW_026512217.1	52701	95349	1.81	0	39
NW_026512218.1	54283	220106	4.05	0	19
NW_026512219.1	46931	214127	4.56	0	17
NW_026512220.1	77642	154096	1.98	0	12
NW_026512221.1	44141	99034	2.24	0	13
NW_026512222.1	22406	45334	2.02	0	10
NW_026512223.1	40206	187305	4.66	0	29
NW_026512224.1	30389	116743	3.84	0	189
NW_026512225.1	24642	25937	1.05	0	8
NW_026512226.1	34533	115096	3.33	0	17
NW_026512227.1	89052	259988	2.92	0	14
NW_026512228.1	99911	152846	1.53	0	11
NW_026512229.1	20787	66867	3.22	0	24
NW_026512230.1	39980	80286	2.01	0	10
NW_026512231.1	45690	398699	8.73	0	620
NW_026512232.1	408517	1079717	2.64	0	33
NW_026512233.1	41647	84237	2.02	0	29
NW_026512234.1	43479	112162	2.58	0	15
NW_026512235.1	84389	186715	2.21	0	30
NW_026512236.1	39796	174332	4.38	0	35
NW_026512237.1	24219	52433	2.16	0	35
NW_026512238.1	58088	51301	0.88	0	9
NW_026512239.1	211633	352217	1.66	0	15
NW_026512240.1	31089	93253	3.00	0	12
NW_026512241.1	20429	53149	2.60	0	14
NW_026512242.1	43668	145586	3.33	0	15
NW_026512243.1	85808	336149	3.92	0	22
NW_026512244.1	36005	194972	5.42	0	20
NW_026512245.1	61285	177253	2.89	0	174
NW_026512246.1	70777	264007	3.73	0	19
NW_026512247.1	301099	774463	2.57	0	23
NW_026512248.1	123050	203306	1.65	0	19
NW_026512249.1	142224	238731	1.68	0	12
NW_026512250.1	65766	93439	1.42	0	13
NW_026512251.1	24446	42870	1.75	0	12
NW_026512252.1	74201	205010	2.76	0	17
NW_026512253.1	44431	29888	0.67	0	9
NW_026512254.1	40217	125709	3.13	0	17
NW_026512255.1	34911	159078	4.56	0	41
NW_026512256.1	55959	132508	2.37	0	12
NW_026512257.1	518815	1432189	2.76	0	34
NW_026512258.1	177725	455389	2.56	0	22
NW_026512259.1	80556	272437	3.38	0	57
NW_026512260.1	14886	96669	6.49	0	32
NW_026512261.1	53600	59116	1.10	0	7
NW_026512262.1	29710	194852	6.56	0	308
NW_026512263.1	21155	87782	4.15	0	45
NW_026512264.1	48762	182764	3.75	0	17
NW_026512265.1	67578	199309	2.95	0	18
NW_026512266.1	18192	14882	0.82	0	7
NW_026512267.1	43766	77034	1.76	0	12
NW_026512268.1	50612	83940	1.66	0	10
NW_026512269.1	25951	58973	2.27	0	18
NW_026512270.1	37798	112335	2.97	0	15
NW_026512271.1	49855	97647	1.96	0	13
NW_026512272.1	358532	567432	1.58	0	27
NW_026512273.1	139604	202278	1.45	0	15
NW_026512274.1	34686	60828	1.75	0	11
NW_026512275.1	914915	539017	0.59	0	48
NW_026512276.1	48005	75584	1.57	0	12
NW_026512277.1	21777	82146	3.77	0	41
NW_026512278.1	47166	88977	1.89	0	10
NW_026512279.1	43015	66927	1.56	0	11
NW_026512280.1	170356	599002	3.52	0	21
NW_026512281.1	39918	222303	5.57	0	48
NW_026512282.1	343394	987420	2.88	0	52
NW_026512283.1	56253	68205	1.21	0	9
NW_026512284.1	28351	100904	3.56	0	23
NW_026512285.1	177211	790098	4.46	0	38
NW_026512286.1	300531	740154	2.46	0	232
NW_026512287.1	78542	1987167	25.30	0	201
NW_026512288.1	31279	141244	4.52	0	28
NW_026512289.1	28629	113217	3.95	0	15
NW_026512290.1	47582	295080	6.20	0	163
NW_026512291.1	67897	94947	1.40	0	10
NW_026512292.1	141201	510337	3.61	0	24
NW_026512293.1	49980	81327	1.63	0	9
NW_026512294.1	99338	485453	4.89	0	73
NW_026512295.1	62051	105861	1.71	0	17
NW_026512296.1	37425	98149	2.62	0	284
NW_026512297.1	50671	73121	1.44	0	14
NW_026512298.1	37280	222849	5.98	0	547
NW_026512299.1	58939	120181	2.04	0	28
NW_026512300.1	171746	672375	3.91	0	196
NW_026512301.1	50559	365184	7.22	0	460
NW_026512302.1	3681	8978	2.44	0	10
NW_026512303.1	43925	80746	1.84	0	80
NW_026512304.1	39349	235686	5.99	0	23
NW_026512305.1	140271	211020	1.50	0	17
NW_026512306.1	154567	743611	4.81	0	136
NW_026512307.1	39998	119034	2.98	0	19
NW_026512308.1	259122	408878	1.58	0	18
NW_026512309.1	8442	60793	7.20	0	22
NW_026512310.1	102702	417334	4.06	0	25
NW_026512311.1	40022	215696	5.39	0	87
NW_026512312.1	22098	79186	3.58	0	27
NW_026512313.1	57660	76321	1.32	0	11
NW_026512314.1	59927	209136	3.49	0	31
NW_026512315.1	162573	463486	2.85	0	23
NW_026512316.1	33812	87628	2.59	0	27
NW_026512317.1	106872	120492	1.13	0	11
NW_026512318.1	72887	147625	2.03	0	34
NW_026512319.1	89831	120798	1.34	0	15
NW_026512320.1	27218	113535	4.17	0	17
NW_026512321.1	184221	323494	1.76	0	13
NW_026512322.1	39180	129852	3.31	0	15
NW_026512323.1	106032	644820	6.08	0	112
NW_026512324.1	54641	696329	12.74	0	151
NW_026512325.1	77378	344527	4.45	0	130
NW_026512326.1	44989	86873	1.93	0	14
NW_026512327.1	239808	363275	1.51	0	24
NW_026512328.1	60984	90852	1.49	0	12
NW_026512329.1	29740	179980	6.05	0	32
NW_026512330.1	79662	384966	4.83	0	107
NW_026512331.1	29977	178962	5.97	0	165
NW_026512332.1	358116	640832	1.79	0	18
NW_026512333.1	225296	650537	2.89	0	21
NW_026512334.1	98976	343594	3.47	0	37
NW_026512335.1	21225	76488	3.60	0	16
NW_026512336.1	194142	300901	1.55	0	24
NW_026512337.1	459139	1072635	2.34	0	80
NW_026512338.1	397997	1020816	2.56	0	65
NW_026512339.1	74391	140277	1.89	0	11
NW_026512340.1	158806	529457	3.33	0	24
NW_026512341.1	29581	99783	3.37	0	17
NW_026512342.1	262105	848473	3.24	0	39
NW_026512343.1	59938	172586	2.88	0	18
NW_026512344.1	35946	92657	2.58	0	19
NW_026512345.1	143932	313353	2.18	0	39
NW_026512346.1	244750	622668	2.54	0	38
NW_026512347.1	25275	226917	8.98	0	57
NW_026512348.1	60047	190256	3.17	0	27
NW_026512349.1	24382	3956250	162.26	0	889
NW_026512350.1	53570	232643	4.34	0	19
NW_026512351.1	32437	90460	2.79	0	13
NW_026512352.1	52010	81240	1.56	0	12
NW_026512353.1	17459	53187	3.05	0	49
NW_026512354.1	66496	177959	2.68	0	17
NW_026512355.1	27553	99506	3.61	0	17
NW_026512356.1	34298	54303	1.58	0	12
NW_026512357.1	50355	74767	1.48	0	9
NW_026512358.1	84779	88808	1.05	0	35
NW_026512359.1	96090	251341	2.62	0	14
NW_026512360.1	51069	85516	1.67	0	14
NW_026512361.1	80729	108539	1.34	0	14
NW_026512362.1	6996	3873	0.55	0	4
NW_026512363.1	57602	116758	2.03	0	35
NW_026512364.1	83709	196706	2.35	0	20
NW_026512365.1	84958	125527	1.48	0	13
NW_026512366.1	43413	200138	4.61	0	29
NW_026512367.1	24521	79703	3.25	0	19
NW_026512368.1	155044	669875	4.32	0	69
NW_026512369.1	44378	131913	2.97	0	13
NW_026512370.1	52840	116805	2.21	0	13
NW_026512371.1	41585	154217	3.71	0	26
NW_026512372.1	25365	44623	1.76	0	12
NW_026512373.1	221488	474964	2.14	0	32
NW_026512374.1	32714	126145	3.86	0	50
NW_026512375.1	167384	382256	2.28	0	48
NW_026512376.1	89989	263244	2.93	0	46
NW_026512377.1	27931	101951	3.65	0	23
NW_026512378.1	191918	331959	1.73	0	14
NW_026512379.1	27917	63403	2.27	0	12
NW_026512380.1	28611	93551	3.27	0	24
NW_026512381.1	55781	102457	1.84	0	14
NW_026512382.1	36764	316673	8.61	0	101
NW_026512383.1	208597	930544	4.46	0	34
NW_026512384.1	29210	83723	2.87	0	15
NW_026512385.1	37314	115555	3.10	0	15
NW_026512386.1	47388	142074	3.00	0	12
NW_026512387.1	58075	275555	4.74	0	21
NW_026512388.1	215514	685404	3.18	0	32
NW_026512389.1	45553	168842	3.71	0	35
NW_026512390.1	57228	181088	3.16	0	15
NW_026512391.1	71604	363415	5.08	0	168
NW_026512392.1	30014	122007	4.07	0	16
NW_026512393.1	25932	110274	4.25	0	24
NW_026512394.1	52558	180515	3.43	0	41
NW_026512395.1	22400	75642	3.38	0	28
NW_026512396.1	25886	80929	3.13	0	20
NW_026512397.1	93043	397065	4.27	0	61
NW_026512398.1	405538	1872732	4.62	0	204
NW_026512399.1	81592	129953	1.59	0	18
NW_026512400.1	53877	219462	4.07	0	25
NW_026512401.1	274136	374842	1.37	0	19
NW_026512402.1	7447	22796	3.06	0	11
NW_026512403.1	310707	715068	2.30	0	18
NW_026512404.1	71908	150220	2.09	0	14
NW_026512405.1	22605	76488	3.38	0	13
NW_026512406.1	505398	988761	1.96	0	255
NW_026512407.1	94817	336047	3.54	0	26
NW_026512408.1	148034	733620	4.96	0	309
NW_026512409.1	81543	139065	1.71	0	12
NW_026512410.1	53461	197512	3.69	0	18
NW_026512411.1	99449	296572	2.98	0	47
NW_026512412.1	38197	41651	1.09	0	9
NW_026512413.1	22261	90358	4.06	0	37
NW_026512414.1	107731	127794	1.19	0	16
NW_026512415.1	70009	133191	1.90	0	15
NW_026512416.1	35019	216822	6.19	0	63
NW_026512417.1	49998	75331	1.51	0	12
NW_026512418.1	132722	481954	3.63	0	23
NW_026512419.1	82780	330528	3.99	0	40
NW_026512420.1	264916	432312	1.63	0	22
NW_026512421.1	25303	38066	1.50	0	8
NW_026512422.1	46912	183511	3.91	0	28
NW_026512423.1	9051	23777	2.63	0	9
NW_026512424.1	141568	388834	2.75	0	21
NW_026512425.1	214559	319099	1.49	0	24
NW_026512426.1	114517	222244	1.94	0	15
NW_026512427.1	27561	37483	1.36	0	19
NW_026512428.1	151572	461208	3.04	0	54
NW_026512429.1	111626	356461	3.19	0	15
NW_026512430.1	99171	244643	2.47	0	25
NW_026512431.1	60134	110417	1.84	0	12
NW_026512432.1	147279	454343	3.08	0	64
NW_026512433.1	51857	59113	1.14	0	11
NW_026512434.1	53772	1019209	18.95	0	181
NW_026512435.1	40279	144776	3.59	0	24
NW_026512436.1	136649	246481	1.80	0	36
NW_026512437.1	58658	237674	4.05	0	44
NW_026512438.1	168950	482048	2.85	0	36
NW_026512439.1	112689	856861	7.60	0	215
NW_026512440.1	49988	102457	2.05	0	17
NW_026512441.1	35693	366529	10.27	0	296
NW_026512442.1	39941	113114	2.83	0	13
NW_026512443.1	378257	535679	1.42	0	71
NW_026512444.1	107470	431846	4.02	0	17
NW_026512445.1	81101	120614	1.49	0	16
NW_026512446.1	34720	125297	3.61	0	34
NW_026512447.1	49902	171876	3.44	0	13
NW_026512448.1	33235	101502	3.05	0	17
NW_026512449.1	30347	129696	4.27	0	15
NW_026512450.1	148474	311343	2.10	0	18
NW_026512451.1	122995	585240	4.76	0	465
NW_026512452.1	34798	36355	1.04	0	10
NW_026512453.1	220243	464616	2.11	0	23
NW_026512454.1	37541	151906	4.05	0	20
NW_026512455.1	29123	179056	6.15	0	152
NW_026512456.1	62102	67438	1.09	0	10
NW_026512457.1	191468	536823	2.80	0	200
NW_026512458.1	77443	146489	1.89	0	19
NW_026512459.1	45269	82497	1.82	0	11
NW_026512460.1	49996	104596	2.09	0	47
NW_026512461.1	67326	192581	2.86	0	39
NW_026512462.1	53396	169053	3.17	0	26
NW_026512463.1	27168	122308	4.50	0	29
NW_026512464.1	37530	118247	3.15	0	30
NW_026512465.1	8628	40626	4.71	0	12
NW_026512466.1	29676	124234	4.19	0	15
NW_026512467.1	44630	78056	1.75	0	11
NW_026512468.1	83744	179417	2.14	0	15
NW_026512469.1	34747	88856	2.56	0	12
NW_026512470.1	70297	219152	3.12	0	27
NW_026512471.1	95122	146569	1.54	0	18
NW_026512472.1	36725	136607	3.72	0	27
NW_026512473.1	23085	76718	3.32	0	18
NW_026512474.1	22566	68670	3.04	0	16
NW_026512475.1	23128	59288	2.56	0	12
NW_026512476.1	94393	354666	3.76	0	73
NW_026512477.1	35490	176564	4.98	0	27
NW_026512478.1	57640	144084	2.50	0	16
NW_026512479.1	233459	311867	1.34	0	18
NW_026512480.1	135321	227038	1.68	0	10
NW_026512481.1	20499	23975	1.17	0	8
NW_026512482.1	37709	137357	3.64	0	18
